,Target,Y_hat,Target_Sensation,Y_hat_Sensation
4815,-1.0,0,Slighty cool,Neutral
4816,0.0,0,Neutral,Neutral
4817,-1.0,0,Slighty cool,Neutral
4818,-0.0,1,Neutral,Slighty warm
4819,1.0,0,Slighty warm,Neutral
4820,0.0,1,Neutral,Slighty warm
4821,3.0,1,Hot,Slighty warm
4822,-1.0,0,Slighty cool,Neutral
4823,0.0,0,Neutral,Neutral
4824,0.0,0,Neutral,Neutral
4825,-1.0,0,Slighty cool,Neutral
4826,3.0,1,Hot,Slighty warm
4827,0.0,0,Neutral,Neutral
4828,0.0,0,Neutral,Neutral
4829,3.0,0,Hot,Neutral
4830,1.0,0,Slighty warm,Neutral
4831,0.0,0,Neutral,Neutral
4832,0.0,0,Neutral,Neutral
4833,-1.0,0,Slighty cool,Neutral
4834,-1.0,0,Slighty cool,Neutral
4835,0.0,0,Neutral,Neutral
4836,0.0,0,Neutral,Neutral
4837,1.0,0,Slighty warm,Neutral
4838,0.0,0,Neutral,Neutral
4839,-1.0,-1,Slighty cool,Slighty cool
4840,0.0,-1,Neutral,Slighty cool
4841,0.0,0,Neutral,Neutral
4842,2.0,0,Warm,Neutral
4843,1.0,0,Slighty warm,Neutral
4844,-1.0,0,Slighty cool,Neutral
4845,0.0,0,Neutral,Neutral
4846,0.0,0,Neutral,Neutral
4847,0.0,0,Neutral,Neutral
4848,0.0,0,Neutral,Neutral
4849,-3.0,0,Cold,Neutral
4850,1.0,0,Slighty warm,Neutral
4851,3.0,2,Hot,Warm
4852,-1.0,0,Slighty cool,Neutral
4853,0.0,0,Neutral,Neutral
4854,0.0,0,Neutral,Neutral
4855,0.0,0,Neutral,Neutral
4856,1.0,1,Slighty warm,Slighty warm
4857,0.0,1,Neutral,Slighty warm
4858,-2.0,1,Cool,Slighty warm
4859,0.0,0,Neutral,Neutral
4860,-1.0,-1,Slighty cool,Slighty cool
4861,0.0,-1,Neutral,Slighty cool
4862,-1.0,0,Slighty cool,Neutral
4863,0.0,1,Neutral,Slighty warm
4864,0.0,1,Neutral,Slighty warm
4865,-1.0,0,Slighty cool,Neutral
4866,-1.0,0,Slighty cool,Neutral
4867,1.0,-1,Slighty warm,Slighty cool
4868,0.0,1,Neutral,Slighty warm
4869,-1.0,0,Slighty cool,Neutral
4870,0.0,-1,Neutral,Slighty cool
4871,0.0,0,Neutral,Neutral
4872,0.0,0,Neutral,Neutral
4873,0.0,1,Neutral,Slighty warm
4874,0.0,0,Neutral,Neutral
4875,0.0,0,Neutral,Neutral
4876,0.0,0,Neutral,Neutral
4877,2.0,1,Warm,Slighty warm
4878,0.0,0,Neutral,Neutral
4879,0.0,-1,Neutral,Slighty cool
4880,1.0,0,Slighty warm,Neutral
4881,-2.0,-1,Cool,Slighty cool
4882,0.0,0,Neutral,Neutral
4883,0.0,0,Neutral,Neutral
4884,-1.0,0,Slighty cool,Neutral
4885,0.0,0,Neutral,Neutral
4886,2.0,0,Warm,Neutral
4887,0.0,0,Neutral,Neutral
4888,0.0,0,Neutral,Neutral
4889,0.0,0,Neutral,Neutral
4890,2.0,2,Warm,Warm
4891,0.0,1,Neutral,Slighty warm
4892,0.0,0,Neutral,Neutral
4893,-1.0,0,Slighty cool,Neutral
4894,-1.0,0,Slighty cool,Neutral
4895,0.0,1,Neutral,Slighty warm
4896,-1.0,0,Slighty cool,Neutral
4897,0.0,0,Neutral,Neutral
4898,1.0,1,Slighty warm,Slighty warm
4899,0.0,0,Neutral,Neutral
4900,0.0,0,Neutral,Neutral
4901,1.0,0,Slighty warm,Neutral
4902,-2.0,0,Cool,Neutral
4903,1.0,0,Slighty warm,Neutral
4904,0.0,0,Neutral,Neutral
4905,2.0,0,Warm,Neutral
4906,0.0,0,Neutral,Neutral
4907,1.0,1,Slighty warm,Slighty warm
4908,-1.0,0,Slighty cool,Neutral
4909,-1.0,0,Slighty cool,Neutral
4910,0.0,0,Neutral,Neutral
4911,2.0,0,Warm,Neutral
4912,2.0,0,Warm,Neutral
4913,0.0,0,Neutral,Neutral
4914,-2.0,0,Cool,Neutral
4915,-2.0,-1,Cool,Slighty cool
4916,1.0,1,Slighty warm,Slighty warm
4917,-1.0,0,Slighty cool,Neutral
4918,-1.0,0,Slighty cool,Neutral
4919,0.0,0,Neutral,Neutral
4920,-2.0,1,Cool,Slighty warm
4921,-1.0,0,Slighty cool,Neutral
4922,0.0,1,Neutral,Slighty warm
4923,3.0,1,Hot,Slighty warm
4924,-1.0,-1,Slighty cool,Slighty cool
4925,2.0,0,Warm,Neutral
4926,0.0,0,Neutral,Neutral
4927,0.0,1,Neutral,Slighty warm
4928,0.0,0,Neutral,Neutral
4929,-3.0,-1,Cold,Slighty cool
4930,0.0,0,Neutral,Neutral
4931,2.0,1,Warm,Slighty warm
4932,3.0,3,Hot,Hot
4933,0.0,0,Neutral,Neutral
4934,-1.0,-1,Slighty cool,Slighty cool
4935,0.0,1,Neutral,Slighty warm
4936,-3.0,-1,Cold,Slighty cool
4937,1.0,0,Slighty warm,Neutral
4938,-1.0,0,Slighty cool,Neutral
4939,-1.0,0,Slighty cool,Neutral
4940,0.0,0,Neutral,Neutral
4941,-2.0,0,Cool,Neutral
4942,2.0,0,Warm,Neutral
4943,3.0,0,Hot,Neutral
4944,2.0,1,Warm,Slighty warm
4945,-1.0,-1,Slighty cool,Slighty cool
4946,1.0,0,Slighty warm,Neutral
4947,1.0,0,Slighty warm,Neutral
4948,-1.0,0,Slighty cool,Neutral
4949,1.0,1,Slighty warm,Slighty warm
4950,1.0,1,Slighty warm,Slighty warm
4951,0.0,0,Neutral,Neutral
4952,-1.0,0,Slighty cool,Neutral
4953,3.0,1,Hot,Slighty warm
4954,-2.0,0,Cool,Neutral
4955,-1.0,0,Slighty cool,Neutral
4956,0.0,0,Neutral,Neutral
4957,0.0,0,Neutral,Neutral
4958,0.0,0,Neutral,Neutral
4959,0.0,-1,Neutral,Slighty cool
4960,-3.0,0,Cold,Neutral
4961,0.0,0,Neutral,Neutral
4962,1.0,0,Slighty warm,Neutral
4963,1.0,1,Slighty warm,Slighty warm
4964,1.0,1,Slighty warm,Slighty warm
4965,0.0,1,Neutral,Slighty warm
4966,-1.0,0,Slighty cool,Neutral
4967,0.0,2,Neutral,Warm
4968,-1.0,-1,Slighty cool,Slighty cool
4969,0.0,0,Neutral,Neutral
4970,0.0,0,Neutral,Neutral
4971,1.0,0,Slighty warm,Neutral
4972,-0.0,0,Neutral,Neutral
4973,0.0,0,Neutral,Neutral
4974,1.0,1,Slighty warm,Slighty warm
4975,0.0,0,Neutral,Neutral
4976,-1.0,0,Slighty cool,Neutral
4977,1.0,0,Slighty warm,Neutral
4978,-1.0,0,Slighty cool,Neutral
4979,3.0,1,Hot,Slighty warm
4980,0.0,0,Neutral,Neutral
4981,0.0,0,Neutral,Neutral
4982,-1.0,0,Slighty cool,Neutral
4983,1.0,1,Slighty warm,Slighty warm
4984,0.0,0,Neutral,Neutral
4985,-1.0,0,Slighty cool,Neutral
4986,2.0,1,Warm,Slighty warm
4987,0.0,0,Neutral,Neutral
4988,0.0,0,Neutral,Neutral
4989,1.0,1,Slighty warm,Slighty warm
4990,0.0,0,Neutral,Neutral
4991,0.0,0,Neutral,Neutral
4992,0.0,0,Neutral,Neutral
4993,0.0,0,Neutral,Neutral
4994,-1.0,0,Slighty cool,Neutral
4995,0.0,1,Neutral,Slighty warm
4996,1.0,2,Slighty warm,Warm
4997,1.0,1,Slighty warm,Slighty warm
4998,1.0,1,Slighty warm,Slighty warm
4999,-1.0,0,Slighty cool,Neutral
5000,-1.0,-1,Slighty cool,Slighty cool
5001,2.0,0,Warm,Neutral
5002,-1.0,0,Slighty cool,Neutral
5003,-1.0,0,Slighty cool,Neutral
5004,1.0,0,Slighty warm,Neutral
5005,-1.0,0,Slighty cool,Neutral
5006,1.0,0,Slighty warm,Neutral
5007,0.0,0,Neutral,Neutral
5008,3.0,0,Hot,Neutral
5009,1.0,1,Slighty warm,Slighty warm
5010,-0.0,1,Neutral,Slighty warm
5011,1.0,0,Slighty warm,Neutral
5012,0.0,0,Neutral,Neutral
5013,0.0,-1,Neutral,Slighty cool
5014,2.0,1,Warm,Slighty warm
5015,0.0,0,Neutral,Neutral
5016,0.0,0,Neutral,Neutral
5017,-1.0,0,Slighty cool,Neutral
5018,2.0,0,Warm,Neutral
5019,2.0,0,Warm,Neutral
5020,0.0,1,Neutral,Slighty warm
5021,0.0,0,Neutral,Neutral
5022,0.0,0,Neutral,Neutral
5023,-2.0,-1,Cool,Slighty cool
5024,0.0,1,Neutral,Slighty warm
5025,2.0,1,Warm,Slighty warm
5026,3.0,1,Hot,Slighty warm
5027,0.0,0,Neutral,Neutral
5028,0.0,1,Neutral,Slighty warm
5029,-1.0,0,Slighty cool,Neutral
5030,0.0,0,Neutral,Neutral
5031,0.0,0,Neutral,Neutral
5032,0.0,0,Neutral,Neutral
5033,0.0,0,Neutral,Neutral
5034,-1.0,0,Slighty cool,Neutral
5035,1.0,1,Slighty warm,Slighty warm
5036,-1.0,0,Slighty cool,Neutral
5037,-1.0,0,Slighty cool,Neutral
5038,1.0,1,Slighty warm,Slighty warm
5039,1.0,0,Slighty warm,Neutral
5040,-2.0,0,Cool,Neutral
5041,-1.0,0,Slighty cool,Neutral
5042,-2.0,0,Cool,Neutral
5043,-1.0,-1,Slighty cool,Slighty cool
5044,3.0,1,Hot,Slighty warm
5045,3.0,1,Hot,Slighty warm
5046,1.0,0,Slighty warm,Neutral
5047,0.0,0,Neutral,Neutral
5048,0.0,0,Neutral,Neutral
5049,1.0,1,Slighty warm,Slighty warm
5050,1.0,0,Slighty warm,Neutral
5051,1.0,0,Slighty warm,Neutral
5052,2.0,1,Warm,Slighty warm
5053,-1.0,-1,Slighty cool,Slighty cool
5054,-1.0,0,Slighty cool,Neutral
5055,0.0,-1,Neutral,Slighty cool
5056,0.0,0,Neutral,Neutral
5057,-1.0,0,Slighty cool,Neutral
5058,1.0,0,Slighty warm,Neutral
5059,1.0,0,Slighty warm,Neutral
5060,-1.0,0,Slighty cool,Neutral
5061,0.0,1,Neutral,Slighty warm
5062,2.0,0,Warm,Neutral
5063,0.0,1,Neutral,Slighty warm
5064,1.0,1,Slighty warm,Slighty warm
5065,-1.0,0,Slighty cool,Neutral
5066,1.0,0,Slighty warm,Neutral
5067,0.0,0,Neutral,Neutral
5068,0.0,0,Neutral,Neutral
5069,-1.0,0,Slighty cool,Neutral
5070,-2.0,-2,Cool,Cool
5071,-1.0,0,Slighty cool,Neutral
5072,1.0,1,Slighty warm,Slighty warm
5073,3.0,1,Hot,Slighty warm
5074,1.0,0,Slighty warm,Neutral
5075,0.0,0,Neutral,Neutral
5076,3.0,1,Hot,Slighty warm
5077,0.0,0,Neutral,Neutral
5078,2.0,0,Warm,Neutral
5079,1.0,2,Slighty warm,Warm
5080,0.0,1,Neutral,Slighty warm
5081,0.0,0,Neutral,Neutral
5082,-1.0,0,Slighty cool,Neutral
5083,0.0,0,Neutral,Neutral
5084,-1.0,0,Slighty cool,Neutral
5085,-0.0,1,Neutral,Slighty warm
5086,0.0,0,Neutral,Neutral
5087,0.0,0,Neutral,Neutral
5088,0.0,1,Neutral,Slighty warm
